Order ID,Order Date,Customer Name,Category,Product Name,Sales,Profit,Quantity,Discount,City,State
ORD100651,2025-03-29,Aisha Kumar,Office Supplies,Notebook,1702.27,259.06,4,0,Hyderabad,Telangana
ORD100652,2024-12-07,Rahul Reddy,Furniture,Desk,1536.41,226.62,1,0,Pune,Maharashtra
ORD100653,2023-12-16,Arjun Das,Technology,Printer,4802.56,1317.91,4,0.1,Pune,Maharashtra
ORD100654,2024-11-19,,Furniture,Table,2433.4,443.46,9,0.1,Ahmedabad,Gujarat
ORD100655,2025-03-13,Meera Das,Furniture,Sofa,1531.75,346.53,6,,Jaipur,Rajasthan
ORD100656,2023-01-20,Priya Singh,Technology,Keyboard,4007.7,1200.76,6,0,Delhi,Delhi
ORD100657,2023-10-15,Aarav Reddy,Office Supplies,Stapler,4219.91,662.28,7,0.05,Lucknow,Uttar Pradesh
ORD100658,2023-04-30,Rahul Das,Office Supplies,Notebook,1393.91,-84.95,4,0.1,Ahmedabad,Gujarat
ORD100659,2025-04-29,Rahul Patel,Technology,Keyboard,916.31,62.67,1,0.3,Hyderabad,Telangana
ORD100660,2023-04-05,Kavya Singh,Furniture,Bookshelf,4529.53,-138.9,6,0.15,Jaipur,Rajasthan
ORD100661,2023-11-14,Kiran Patel,Furniture,Sofa,3399.75,-136.93,1,0.15,Kolkata,West Bengal
ORD100662,2024-12-31,Nisha Sharma,Furniture,Desk,4665.07,975.81,10,0.3,Mumbai,Maharashtra
ORD100663,2023-12-08,Kavya Sharma,Furniture,Sofa,3842.59,904.93,1,0.2,Chennai,Tamil Nadu
ORD100664,2024-10-16,Priya Reddy,Furniture,Table,1468.51,204.89,8,0.25,Mumbai,Maharashtra
ORD100665,2023-10-07,Ananya Patel,Office Supplies,Notebook,125.52,22.63,9,0,Hyderabad,Telangana
ORD100666,2024-07-09,Neha Singh,Office Supplies,Paper,750.71,162.87,5,0.2,Hyderabad,Telangana
ORD100667,2023-06-25,Aditya Reddy,Technology,Keyboard,2725.86,-210.36,1,0.15,Bengaluru,Karnataka
ORD100668,2023-04-19,Arjun Sharma,Furniture,Bookshelf,1989.99,432.04,10,0.25,Ahmedabad,Gujarat
ORD100669,2024-09-23,Neha Reddy,Office Supplies,Pen,3578.85,722.54,9,0,Ahmedabad,Gujarat
ORD100670,2024-08-04,Ananya Sharma,Technology,Monitor,531.45,21.09,8,0.15,Hyderabad,Telangana
ORD100671,2023-08-18,Ananya Singh,Office Supplies,Paper,1990.78,427.67,6,0.3,Pune,Maharashtra
ORD100672,2024-04-09,Sanjay Sharma,Furniture,Bookshelf,608.79,70.25,3,0.1,Pune,Maharashtra
ORD100673,2024-09-10,Pooja Patel,Technology,Laptop,2058.15,455.72,2,0.1,Jaipur,Rajasthan
ORD100674,2024-10-27,Aditya Reddy,Technology,Monitor,2034.04,175.03,10,0.05,Jaipur,Rajasthan
ORD100675,2023-06-12,Sanjay Kumar,Furniture,Desk,1080.78,229.48,7,0.3,Kolkata,West Bengal
ORD100676,2024-08-03,Kiran Singh,Technology,Mouse,906.77,182.55,10,0.3,Ahmedabad,Gujarat
ORD100677,2023-04-28,Pooja Singh,Office Supplies,Paper,2797.68,755.12,3,0.1,Kolkata,West Bengal
ORD100678,2023-03-13,Aisha Sharma,Technology,Printer,3868.15,272.74,8,0.25,Bengaluru,Karnataka
ORD100679,2023-04-03,Priya Patel,Technology,Laptop,3797.53,749.62,8,0.2,Chennai,Tamil Nadu
ORD100680,2024-02-04,Aisha Singh,Office Supplies,Pen,1068.03,314.9,5,0.2,Chennai,Tamil Nadu
ORD100681,2024-03-21,Neha Sharma,Technology,Laptop,3076.88,399.04,3,,Chennai,Tamil Nadu
ORD100682,2023-03-05,Neha Singh,Furniture,Chair,3531.6,951.2,6,0,Chennai,Tamil Nadu
ORD100683,2025-06-05,Aarav Patel,Office Supplies,Stapler,2001.63,86.38,7,0.15,Kolkata,West Bengal
ORD100683,2025-06-05,Aarav Patel,Office Supplies,Stapler,2001.63,86.38,7,0.15,Kolkata,West Bengal
ORD100685,2025-05-10,Meera Patel,Office Supplies,Pen,714.67,-48.39,1,0.05,Ahmedabad,Gujarat
ORD100686,2024-11-04,Meera Patel,Furniture,Table,3229.1,281.37,8,0.3,Lucknow,Uttar Pradesh
ORD100687,2024-03-11,Aisha Patel,Office Supplies,Stapler,2149.42,578.26,7,0.1,Hyderabad,Telangana
ORD100688,2023-07-10,Meera Singh,Furniture,Sofa,2515.88,575.91,9,0.1,Kolkata,West Bengal
ORD100689,2024-07-13,Pooja Reddy,Furniture,Chair,2862.34,621.69,2,0.2,Ahmedabad,Gujarat
ORD100690,2024-12-08,Aditya Patel,Technology,Printer,4918.72,1685.4,5,0.15,Jaipur,Rajasthan
ORD100691,2023-03-22,Nisha Singh,Furniture,Table,2388.64,558.37,2,0.25,Jaipur,Rajasthan
ORD100692,2025-03-28,Pooja Reddy,Technology,Laptop,4522.75,636.64,1,0.15,Ahmedabad,Gujarat
ORD100693,2024-06-08,Sanjay Singh,Technology,Keyboard,2134.03,709.06,5,0.1,Delhi,Delhi
ORD100694,2023-02-06,Aisha Das,Office Supplies,Stapler,1339.19,245.32,10,0.05,Lucknow,Uttar Pradesh
ORD100695,2023-02-22,Rahul Das,Technology,Laptop,1469.74,-92.4,9,0,Chennai,Tamil Nadu
ORD100696,2023-09-16,Ananya Singh,Office Supplies,Paper,4296.4,-402.18,2,0.2,Delhi,Delhi
ORD100697,2024-08-28,Ananya Das,Office Supplies,Paper,4048.81,71.11,4,0.15,Delhi,Delhi
ORD100697,2024-08-28,Ananya Das,Office Supplies,Paper,4048.81,71.11,4,0.15,Delhi,Delhi
ORD100699,2025-02-09,Meera Kumar,Furniture,Bookshelf,3643.7,-90.08,10,0.25,Pune,Maharashtra
ORD100700,2023-02-25,Sneha Sharma,Furniture,Table,2346.87,268.26,8,0.25,Jaipur,Rajasthan
ORD100701,2023-08-28,Arjun Das,Technology,Monitor,2399.22,-83.21,7,0,Chennai,Tamil Nadu
ORD100702,2025-03-27,Kavya Kumar,Technology,Keyboard,4810.73,997.24,1,0,Jaipur,Rajasthan
ORD100703,2024-10-14,Neha Kumar,Technology,Keyboard,1708.09,34.49,2,0.1,Lucknow,Uttar Pradesh
ORD100704,2024-02-05,Kavya Das,Technology,Mouse,3684.85,607.73,4,0.2,Pune,Maharashtra
ORD100705,2024-11-24,Rohan Reddy,Technology,Laptop,3380.37,927.1,1,0.15,Mumbai,Maharashtra
ORD100706,2024-06-21,Diya Das,Office Supplies,Paper,1136.11,31.22,4,0,Bengaluru,Karnataka
ORD100707,2024-09-26,Aditya Sharma,Technology,Mouse,4754.92,889.82,2,0,Lucknow,Uttar Pradesh
ORD100708,2023-05-14,Arjun Das,Technology,Printer,4025.84,-67.85,2,0.25,Delhi,Delhi
ORD100709,2023-09-17,Rahul Kumar,Technology,Laptop,3211.96,1012.45,5,0.3,Kolkata,West Bengal
ORD100710,2024-12-09,Kiran Reddy,Furniture,Chair,1422.57,-102.32,7,0.1,Bengaluru,Karnataka
ORD100711,2023-09-22,Sneha Patel,Office Supplies,Notebook,2484.02,789.58,10,0.15,Delhi,Delhi
ORD100712,2024-10-22,Sanjay Sharma,Furniture,Sofa,3855.1,-6.65,2,0.15,Chennai,Tamil Nadu
ORD100713,2023-04-16,Vivaan Sharma,Furniture,Sofa,3651.35,911.95,1,0.15,Delhi,Delhi
ORD100714,2024-10-30,Aarav Sharma,Technology,Monitor,1368.86,294.34,7,0.2,Bengaluru,Karnataka
ORD100715,2024-06-11,Sanjay Kumar,Office Supplies,Binder,4228.04,1063.02,2,0.2,Hyderabad,Telangana
ORD100716,2023-01-04,Arjun Das,Office Supplies,Notebook,2857.86,916.71,6,0.1,Chennai,Tamil Nadu
ORD100717,2024-02-15,Vivaan Das,Technology,Laptop,1858.51,527.82,6,0,Ahmedabad,Gujarat
ORD100718,2025-02-17,Rahul Das,Furniture,Table,2794.65,937.27,4,0.1,Kolkata,West Bengal
ORD100718,2025-02-17,Rahul Das,Furniture,Table,2794.65,937.27,4,0.1,Kolkata,West Bengal
ORD100720,2023-09-02,Sanjay Kumar,Furniture,Sofa,3234.87,403.9,8,0,Bengaluru,Karnataka
ORD100721,2023-12-14,Vivaan Reddy,Technology,Laptop,2057.26,-9.76,9,0.15,Jaipur,Rajasthan
ORD100722,2023-06-02,Pooja Patel,Furniture,Chair,3690.53,442.87,1,0.15,Lucknow,Uttar Pradesh
ORD100723,2023-02-16,Manoj Das,Technology,Mouse,121.11,22.37,5,0.3,Mumbai,Maharashtra
ORD100724,2024-04-12,Aisha Patel,Technology,Laptop,4098.11,-213.72,8,0.2,Lucknow,Uttar Pradesh
ORD100725,2023-08-14,Aditya Patel,Office Supplies,Paper,4067.03,1390.87,7,0.1,Mumbai,Maharashtra
ORD100726,2024-12-01,Pooja Singh,Furniture,Desk,4190.31,1076.47,1,0.2,Delhi,Delhi
ORD100727,2023-12-10,Aditya Sharma,Office Supplies,Pen,3799.87,-92.63,6,0.2,Delhi,Delhi
ORD100728,2024-03-25,Manoj Singh,Furniture,Table,544.84,153.27,10,0.15,Delhi,Delhi
ORD100729,2023-01-17,Sanjay Sharma,Furniture,Chair,938.09,-56.18,10,0.1,Kolkata,West Bengal
ORD100730,2024-12-11,Sanjay Das,Furniture,Table,758.28,16.63,8,0.15,Hyderabad,Telangana
ORD100731,2023-06-28,Aisha Das,Furniture,Sofa,941,117.58,2,0.25,Chennai,Tamil Nadu
ORD100732,2023-12-23,Meera Sharma,Technology,Mouse,999.92,343.94,2,0.2,Pune,Maharashtra
ORD100733,2025-06-02,Vikram Singh,Furniture,Bookshelf,3863.14,759.87,5,0,Hyderabad,Telangana
ORD100734,2023-04-26,Ananya Das,Office Supplies,Binder,922.8,186,1,0,,Maharashtra
ORD100735,2023-10-19,Priya Kumar,Office Supplies,Paper,3103.26,932.64,8,0,Mumbai,Maharashtra
ORD100736,2025-01-28,Vivaan Singh,Furniture,Table,3938.19,465.8,2,0,Hyderabad,Telangana
ORD100737,2025-01-08,Kavya Singh,Technology,Keyboard,2124.38,501.76,6,0.05,Mumbai,Maharashtra
ORD100738,2023-11-30,Manoj Sharma,Furniture,Bookshelf,4355.94,300.51,4,0,Ahmedabad,Gujarat
ORD100739,2024-08-22,Sanjay Sharma,Office Supplies,Pen,1120.02,195.16,3,0.15,Pune,Maharashtra
ORD100740,2023-05-20,Kavya Das,Furniture,Desk,4879,-43.94,3,0,Lucknow,Uttar Pradesh
ORD100741,2023-03-03,Sneha Patel,Furniture,Bookshelf,2319.97,-53.27,6,0.05,Chennai,Tamil Nadu
ORD100742,2024-09-10,Rohan Das,Technology,Mouse,2911.7,433.09,4,0,Kolkata,West Bengal
ORD100743,2025-05-27,Nisha Kumar,Furniture,Sofa,2393.77,259.11,1,0.25,Kolkata,West Bengal
ORD100744,2025-01-23,Manoj Patel,Office Supplies,Binder,2918.36,879.36,10,0.05,Lucknow,Uttar Pradesh
ORD100745,2023-01-06,Meera Sharma,Furniture,Bookshelf,3680.71,467.07,7,0.2,Kolkata,West Bengal
ORD100746,2024-05-05,Diya Kumar,Office Supplies,Pen,461.3,110.2,7,0.05,Delhi,Delhi
ORD100747,2024-01-03,Rahul Patel,Technology,Laptop,128.85,25.91,3,0.25,Ahmedabad,Gujarat
ORD100748,2025-05-28,Pooja Das,Technology,Laptop,4883.28,530.77,3,0.3,Kolkata,West Bengal
ORD100749,2023-07-09,Neha Das,Office Supplies,,4308.89,-293.8,6,0.2,Bengaluru,Karnataka
ORD100750,2023-10-31,Meera Reddy,Technology,Printer,2735.05,704.32,2,0.2,Pune,Maharashtra
ORD100751,2025-01-23,Vivaan Singh,Technology,Keyboard,4445.49,-222.56,6,0.15,Lucknow,Uttar Pradesh
ORD100752,2023-02-11,Neha Reddy,Furniture,Sofa,3539.12,539.15,4,0.05,Pune,Maharashtra
ORD100753,2023-09-02,Vikram Sharma,Technology,Monitor,3700.03,,4,0.3,Hyderabad,Telangana
ORD100754,2023-11-25,Neha Reddy,Technology,Monitor,1421.87,-101.64,6,0.15,Ahmedabad,Gujarat
ORD100755,2024-05-28,Nisha Sharma,Office Supplies,Stapler,3407.63,476.34,5,0.15,Lucknow,Uttar Pradesh
ORD100756,2024-01-12,Aditya Patel,Office Supplies,Notebook,446.84,135.87,5,0,Mumbai,Maharashtra
ORD100757,2023-06-18,Sneha Sharma,Technology,Mouse,2506.83,736.37,9,0.25,Bengaluru,Karnataka
ORD100758,2023-10-28,Meera Das,Technology,Mouse,2395.83,213.37,1,0.1,Hyderabad,Telangana
ORD100759,2023-03-06,Aarav Patel,Technology,Keyboard,2087.87,113.28,6,0.15,Lucknow,Uttar Pradesh
ORD100760,2024-11-12,Nisha Singh,Office Supplies,Binder,1555.21,-63.17,5,0.05,Chennai,Tamil Nadu
ORD100761,2023-08-21,Sanjay Reddy,Office Supplies,Notebook,784.27,21.94,3,0.2,Delhi,Delhi
ORD100762,2024-12-29,Vikram Reddy,Furniture,Table,4204.69,890.5,3,0.05,Hyderabad,Telangana
ORD100763,2023-04-30,Vivaan Reddy,Technology,Mouse,2232.4,148.13,4,0.2,Bengaluru,Karnataka
ORD100764,2024-11-12,Kiran Reddy,Furniture,Desk,2269.72,769.34,9,0.1,Mumbai,Maharashtra
ORD100765,2023-01-26,Arjun Kumar,Furniture,Bookshelf,4642.67,-138.24,9,0.2,Pune,Maharashtra
ORD100766,2024-10-24,Rahul Kumar,Office Supplies,Stapler,3351.09,870.64,8,0.1,Mumbai,Maharashtra
ORD100767,2025-01-19,Sanjay Sharma,Furniture,Sofa,628.54,-55.84,10,0.3,Hyderabad,Telangana
ORD100768,2024-04-01,Neha Sharma,Office Supplies,Notebook,3060.35,-37.28,9,0.05,Chennai,Tamil Nadu
ORD100769,2023-07-20,Aarav Sharma,Technology,Monitor,3401.46,1125.65,9,0.15,Hyderabad,Telangana
ORD100770,2024-05-17,Kiran Singh,Technology,Printer,4719.84,1457.49,6,0.15,Delhi,Delhi
ORD100771,2025-01-03,Meera Reddy,Office Supplies,Paper,110.34,6.09,5,0.15,Jaipur,Rajasthan
ORD100772,2023-03-31,Priya Das,Office Supplies,Binder,4028.24,120.39,7,0.25,Kolkata,West Bengal
ORD100773,2023-05-23,Pooja Singh,Furniture,Table,1078.53,122.5,9,0.1,Mumbai,Maharashtra
ORD100774,2024-08-27,Arjun Sharma,Furniture,Bookshelf,3212.09,73.87,3,0.2,Ahmedabad,Gujarat
ORD100775,2024-12-28,Pooja Patel,Furniture,Table,4169.8,126.17,8,0,Chennai,Tamil Nadu
ORD100776,2025-05-04,Pooja Reddy,Office Supplies,Stapler,3712.29,3.84,1,0.05,Chennai,Tamil Nadu
ORD100777,2023-11-04,Sanjay Sharma,Technology,Keyboard,2114.93,256.64,4,0,Mumbai,Maharashtra
ORD100778,2025-02-22,Sneha Kumar,Furniture,Sofa,3740.55,604.02,10,0.15,Chennai,Tamil Nadu
ORD100779,2024-10-05,Sanjay Das,Furniture,Desk,2587,410.99,5,0.05,Lucknow,Uttar Pradesh
ORD100780,2023-03-01,Ananya Reddy,Office Supplies,Pen,1819.06,-138.61,6,0.15,Pune,Maharashtra
ORD100781,2023-02-19,Rahul Reddy,Technology,Laptop,2593.64,635.18,3,0.3,Mumbai,Maharashtra
ORD100782,2024-09-05,Rohan Singh,Office Supplies,Paper,4142.77,862.67,5,0.1,Pune,Maharashtra
ORD100783,2023-04-09,Vikram Singh,Office Supplies,Pen,113.84,15.16,6,0.3,Ahmedabad,Gujarat
ORD100784,2024-02-26,Kiran Patel,Furniture,Table,815.05,-0.41,4,0.3,Jaipur,Rajasthan
ORD100785,2024-09-20,Nisha Singh,Technology,Printer,3526.21,920.91,7,0.15,Mumbai,Maharashtra
ORD100786,2023-04-30,Ananya Sharma,Office Supplies,Paper,1592.29,100.56,8,0.2,Jaipur,Rajasthan
ORD100787,2025-02-20,Kiran Patel,Technology,Keyboard,192.36,51.28,4,0.05,Delhi,Delhi
,2024-12-05,Manoj Reddy,Furniture,Table,694.58,-44.89,2,0,Bengaluru,Karnataka
ORD100789,2025-03-04,Sanjay Kumar,Furniture,Table,583.7,149.94,9,0.2,Bengaluru,Karnataka
ORD100790,2024-04-25,Diya Reddy,Furniture,Chair,1543.15,-147.18,,0.3,Mumbai,Maharashtra
ORD100791,2024-09-08,Priya Singh,Furniture,Table,3369.47,-292.58,3,0.3,Chennai,Tamil Nadu
ORD100792,2024-08-16,Neha Reddy,Furniture,Sofa,3914.97,688.37,9,0.2,Mumbai,Maharashtra
ORD100793,2023-04-12,Pooja Sharma,Technology,Mouse,3593.27,1199.86,3,0.3,Jaipur,Rajasthan
ORD100794,2023-01-05,Diya Patel,Technology,Monitor,1863.99,307.97,8,0.25,Mumbai,Maharashtra
ORD100795,2023-07-05,Neha Kumar,Office Supplies,Pen,2595.54,216.49,6,0,Ahmedabad,Gujarat
ORD100796,2023-04-23,Nisha Patel,Office Supplies,Paper,3538.42,533.27,1,0,Pune,Maharashtra
ORD100797,2024-05-20,Diya Kumar,Office Supplies,Binder,3021.93,122.1,8,0.05,Jaipur,Rajasthan
ORD100798,2024-02-22,Rahul Kumar,Furniture,Chair,4479.04,1169.46,6,0.05,Bengaluru,Karnataka
ORD100799,2024-11-21,Sanjay Das,Furniture,Bookshelf,2218.39,435.57,2,0,Delhi,Delhi
ORD100800,2024-02-09,Arjun Das,Technology,Laptop,3720.09,1121.95,3,0,Pune,Maharashtra
ORD100801,2023-07-23,Kiran Patel,Technology,Monitor,657.67,182.27,8,0.1,Lucknow,Uttar Pradesh
ORD100802,2024-08-30,Sneha Das,Office Supplies,Paper,2405.34,412.33,7,0.15,Jaipur,Rajasthan
ORD100803,2023-10-13,Ananya Kumar,Furniture,Chair,1290.91,159.78,3,0,Mumbai,Maharashtra
ORD100804,2025-01-25,Vivaan Sharma,Office Supplies,Notebook,4861.76,350.95,6,0.05,Chennai,Tamil Nadu
ORD100805,2024-09-28,Aisha Sharma,Furniture,Sofa,3849.48,988.27,4,0.1,Ahmedabad,Gujarat
ORD100806,2024-05-17,Nisha Reddy,Technology,Keyboard,4056.93,581.11,1,0.3,Bengaluru,Karnataka
ORD100807,2024-03-16,Diya Kumar,Office Supplies,Paper,4271.73,,1,0,Delhi,Delhi
ORD100808,2024-07-24,Rahul Das,Furniture,Bookshelf,2181.87,88.6,7,0.15,Mumbai,Maharashtra
ORD100809,2024-08-05,Sanjay Das,Technology,Printer,2882.44,329.06,3,0.2,Bengaluru,Karnataka
ORD100810,2024-02-05,Sneha Kumar,Technology,Monitor,3103.85,182.33,5,0.1,Bengaluru,Karnataka
ORD100811,2023-01-29,Pooja Sharma,Furniture,Desk,1776.94,415.67,1,0.3,Pune,Maharashtra
ORD100812,2024-01-25,Diya Kumar,Office Supplies,Paper,2089.05,-155.84,4,0.05,Hyderabad,
ORD100813,2024-10-25,Rahul Singh,Furniture,Chair,4351.25,-210.98,3,0,Jaipur,Rajasthan
ORD100814,2023-11-30,Vivaan Kumar,Technology,Monitor,2861.84,874.68,5,0,Ahmedabad,Gujarat
ORD100815,2024-08-25,Aarav Reddy,Office Supplies,Stapler,1981.99,312.45,8,0,Hyderabad,Telangana
ORD100816,2023-12-11,Sanjay Singh,Technology,Keyboard,874.8,30.43,7,0.05,Ahmedabad,Gujarat
ORD100817,2024-10-12,Aditya Singh,Furniture,Desk,1362.52,46.05,10,0.15,Hyderabad,Telangana
ORD100818,2024-10-01,Aditya Das,Technology,Laptop,2979.73,68.58,10,0.3,Jaipur,Rajasthan
ORD100819,2024-05-01,Meera Patel,Office Supplies,Notebook,3275.11,117.35,5,0.15,Jaipur,Rajasthan
ORD100820,2023-11-17,Priya Kumar,Office Supplies,Paper,3143.57,326.78,9,0.05,Bengaluru,Karnataka
,2024-10-04,Nisha Patel,Technology,Monitor,1104.12,367.62,8,0.1,Jaipur,Rajasthan
ORD100822,2025-04-08,Aisha Kumar,Technology,Laptop,2635.23,168.45,3,0.05,Delhi,Delhi
ORD100823,2025-02-03,Rahul Kumar,Office Supplies,Paper,4307.92,1335.51,4,0.3,Kolkata,West Bengal
ORD100824,2023-10-01,Rahul Das,Furniture,Desk,3449.93,21.59,4,0,Delhi,Delhi
ORD100825,2023-07-16,Aarav Patel,Office Supplies,Binder,2452.64,848.81,7,0.25,Bengaluru,Karnataka
ORD100826,2023-07-26,Rohan Reddy,Furniture,Chair,1329.06,347.67,9,0.05,Bengaluru,
ORD100827,2025-01-09,Sanjay Sharma,Furniture,Chair,1603.83,54.68,2,0.15,Pune,Maharashtra
ORD100828,2024-11-18,Aditya Kumar,Technology,Mouse,1218.4,191.21,9,0,Jaipur,Rajasthan
ORD100829,2024-11-11,Pooja Singh,Office Supplies,Binder,4428.6,31.6,2,0.3,Pune,Maharashtra
ORD100830,2023-12-04,Pooja Das,Office Supplies,Pen,4680.73,-8.88,2,0.05,Hyderabad,Telangana
ORD100831,2023-10-09,Kavya Kumar,Office Supplies,Stapler,326.83,45.78,2,0.1,Jaipur,Rajasthan
ORD100832,2024-03-09,Sanjay Das,Furniture,Desk,4403.2,1416.23,6,0.15,Pune,Maharashtra
ORD100833,2025-04-21,Rahul Sharma,,Printer,222.31,51.74,1,0.25,Hyderabad,Telangana
ORD100834,2023-09-17,Vikram Kumar,Office Supplies,Paper,4520.63,941.93,9,0.3,Hyderabad,Telangana
ORD100835,2025-05-28,Kavya Kumar,Furniture,Bookshelf,4641.16,1452.99,5,0,Hyderabad,Telangana
ORD100836,2023-11-01,Priya Patel,Office Supplies,Paper,4403.36,1078.97,7,0.3,Bengaluru,Karnataka
ORD100837,2023-10-08,Aditya Kumar,Office Supplies,Binder,4636.16,230.53,7,0.3,Mumbai,Maharashtra
ORD100838,2025-04-24,Rohan Das,Office Supplies,Stapler,378.52,33.84,9,0.25,Pune,Maharashtra
ORD100839,2024-04-09,Aarav Sharma,Technology,Mouse,3169.27,811.2,3,0,Kolkata,West Bengal
ORD100840,2023-07-24,Rahul Reddy,Technology,Laptop,598.6,7.38,3,0.3,Lucknow,Uttar Pradesh
ORD100841,2024-12-03,Meera Reddy,Office Supplies,Binder,4373.85,-174.61,3,0.25,Lucknow,Uttar Pradesh
ORD100842,2025-04-26,Kiran Reddy,Furniture,Chair,2101.76,-38.15,7,0.3,Lucknow,Uttar Pradesh
ORD100843,2023-08-18,Aarav Sharma,Technology,Printer,3151.81,971.01,8,0.05,Chennai,Tamil Nadu
ORD100844,2024-12-19,Rohan Sharma,Office Supplies,Stapler,2173.07,37.1,2,0.1,Delhi,Delhi
ORD100845,2024-08-03,Diya Sharma,Technology,Printer,2204.04,692.06,8,0.3,Ahmedabad,Gujarat
ORD100846,2023-05-02,Manoj Das,Furniture,Table,4732.96,1259.14,5,0.1,Ahmedabad,Gujarat
ORD100847,2024-01-27,Ananya Kumar,Furniture,Sofa,1117.05,302.54,4,0.15,Delhi,Delhi
ORD100848,2024-02-23,,Office Supplies,Paper,1215.65,125.14,4,0.1,Lucknow,Uttar Pradesh
ORD100849,2024-12-01,Kavya Sharma,Furniture,Bookshelf,709.36,32.25,7,0.25,Hyderabad,Telangana
ORD100850,2024-12-31,Arjun Das,Office Supplies,Stapler,1318.32,-75.31,1,0,Pune,Maharashtra
ORD100851,2023-08-29,Sanjay Reddy,Technology,Printer,3562.35,942.01,1,0.1,Jaipur,Rajasthan
ORD100851,2023-08-29,Sanjay Reddy,Technology,Printer,3562.35,942.01,1,0.1,Jaipur,Rajasthan
ORD100853,2023-09-24,Rohan Singh,Office Supplies,Paper,4395.59,-178.62,6,0.25,Jaipur,Rajasthan
ORD100853,2023-09-24,,Office Supplies,Paper,4395.59,-178.62,6,0.25,Jaipur,Rajasthan
ORD100855,2024-03-16,Rahul Reddy,Technology,Keyboard,2609.01,250.72,3,0.1,Ahmedabad,Gujarat
ORD100856,2025-02-21,Ananya Singh,Technology,Monitor,313.45,-10.38,4,0.05,Bengaluru,Karnataka
ORD100856,2025-02-21,Ananya Singh,Technology,Monitor,313.45,-10.38,4,0.05,Bengaluru,Karnataka
ORD100858,2024-01-01,Vikram Kumar,Office Supplies,Binder,606.83,135.87,3,0,Pune,Maharashtra
ORD100859,2023-04-06,Priya Reddy,Furniture,Table,3762.19,1016.38,10,0.25,Lucknow,Uttar Pradesh
ORD100860,2023-08-06,Pooja Sharma,Technology,Printer,943.82,296.53,4,0.3,Ahmedabad,Gujarat
ORD100861,2024-11-24,Diya Reddy,Furniture,Desk,3422.5,706.02,7,,Lucknow,Uttar Pradesh
ORD100862,2023-04-19,Kiran Patel,Furniture,Chair,2328.15,508.63,8,0.15,Chennai,Tamil Nadu
ORD100863,2024-08-31,Aarav Reddy,Furniture,Sofa,4756.94,219.83,10,0.05,Hyderabad,Telangana
ORD100864,2025-06-02,Vivaan Das,Office Supplies,Paper,4000.83,939.03,9,0.2,Kolkata,West Bengal
ORD100865,2023-04-05,Arjun Reddy,Furniture,Table,4826.99,1397.33,2,0,Hyderabad,Telangana
ORD100866,2023-06-16,Arjun Kumar,Office Supplies,Pen,646.98,78.21,7,0.25,Chennai,Tamil Nadu
ORD100867,2024-12-02,Aisha Patel,Office Supplies,Notebook,4168.66,544.82,8,0.15,Kolkata,West Bengal
ORD100868,2024-05-02,Sneha Singh,Technology,Monitor,496.6,44.76,6,0.2,Delhi,Delhi
ORD100869,2024-03-20,Meera Sharma,Furniture,Sofa,1741.64,189.12,4,0.25,Delhi,Delhi
ORD100870,2024-05-22,Nisha Das,Technology,Printer,465.65,,2,0.3,Ahmedabad,Gujarat
ORD100871,2023-11-04,Ananya Patel,Technology,Keyboard,4215.61,570.76,5,0.2,Bengaluru,Karnataka
ORD100872,2024-07-18,Aditya Sharma,Technology,Laptop,2577.73,221.32,8,0.25,Lucknow,Uttar Pradesh
ORD100873,2025-04-12,Sneha Reddy,Office Supplies,Stapler,454.76,57.55,2,0.25,Ahmedabad,Gujarat
ORD100874,2023-07-03,Rohan Kumar,Furniture,Chair,2110.45,457.91,6,0.2,Ahmedabad,Gujarat
ORD100875,2025-02-14,Kavya Singh,Office Supplies,Paper,4835.26,1412.4,3,0.05,Delhi,Delhi
ORD100876,2023-03-22,Aisha Reddy,Technology,Laptop,2197.3,-202.02,7,0,Bengaluru,Karnataka
ORD100877,2023-06-25,Sanjay Kumar,Technology,Monitor,4350.46,1455.71,10,0.25,Ahmedabad,Gujarat
ORD100878,2023-11-07,Aisha Singh,Office Supplies,Binder,4032.97,-244.25,3,0,Hyderabad,Telangana
ORD100879,2023-04-25,Aarav Das,Furniture,Chair,1085.69,208.32,4,0.15,Jaipur,Rajasthan
ORD100880,2023-07-15,Aditya Reddy,Office Supplies,Pen,2396.25,-216.1,3,0.05,Ahmedabad,Gujarat
ORD100881,2024-05-11,Sanjay Sharma,Office Supplies,Stapler,1251.02,40.88,7,0,Pune,Maharashtra
ORD100882,2023-01-09,Diya Das,Technology,Monitor,4898.46,1380.76,10,0.2,Jaipur,Rajasthan
ORD100883,2023-10-25,Vivaan Kumar,Office Supplies,Binder,2591.11,585.79,8,0.05,Bengaluru,Karnataka
ORD100884,2024-06-24,Aarav Kumar,Technology,Keyboard,2788.62,57.26,7,0.15,Mumbai,Maharashtra
ORD100885,2024-05-21,Aisha Das,Office Supplies,Binder,3502.7,-317.47,5,0.25,Hyderabad,Telangana
ORD100886,2024-04-25,Neha Kumar,Furniture,Sofa,1137.53,351.59,6,0.2,Ahmedabad,Gujarat
ORD100887,2023-05-15,Rahul Das,Technology,Monitor,4801.03,1319.74,6,0.3,Ahmedabad,Gujarat
ORD100888,2025-03-29,Rohan Singh,Furniture,Desk,3468.95,-212.35,8,0.05,Delhi,Delhi
